Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12
1998/9/21,7218.39,7218.39,6988.98,7029.4,7022.76,6937.22,6770.1,7307.01,1244.02,1018.38,933.46,-18.17,-90.47,72.31,0.7870 ,0.8042 ,0.5962 ,0.5460 
1998/9/22,7090.09,7090.09,6984.84,7033.99,7035.05,6951.16,6785.61,7291.96,786.32,1012.24,899.24,-8.53,-74.08,65.56,0.7432 ,0.7838 ,0.6001 ,0.5480 
1998/9/23,7065.01,7086.78,6951.61,6962.17,7027.38,6966.99,6796.92,7275.54,851.03,958.72,901.81,-4.47,-60.16,55.69,0.6164 ,0.7280 ,0.5080 ,0.5097 
1998/9/24,7045.58,7045.58,6979.95,6979.95,7031.02,6980.81,6818.41,7260.49,764.58,955.13,889.05,-0.78,-48.29,47.5,0.5467 ,0.6676 ,0.5294 ,0.5188 
1998/9/25,6952.69,6979.89,6903.69,6979.89,6997.08,6992.78,6850.65,7246.56,581.67,845.53,876.42,-0.72,-38.77,38.05,0.4812 ,0.6055 ,0.5294 ,0.5188 
1998/9/28,6958.17,6958.17,6905.45,6910.61,6973.32,6998.04,6872.6,7231.92,442.21,685.16,851.77,-3.83,-31.78,27.96,0.3281 ,0.5130 ,0.4253 ,0.4777 
1998/9/29,6952.21,6952.21,6841,6884.5,6943.42,6989.24,6904.26,7215.39,587.27,645.35,828.8,-8.66,-27.16,18.5,0.2572 ,0.4277 ,0.3906 ,0.4627 
1998/9/30,6871.57,6906.46,6796.42,6833.95,6917.78,6972.58,6922.8,7197.21,557.07,586.56,772.64,-16.17,-24.96,8.79,0.2011 ,0.3522 ,0.3283 ,0.4338 
1998/10/1,6760.41,6777.4,6702.06,6702.06,6862.2,6946.61,6920.11,7175.03,478.41,529.33,742.23,-31.58,-26.29,-5.3,0.1341 ,0.2795 ,0.2190 ,0.3684 
1998/10/2,6512.85,6537.98,6384.66,6436,6753.42,6875.25,6901.88,7148.3,623.29,537.65,691.59,-65.02,-34.03,-30.98,0.1136 ,0.2242 ,0.1213 ,0.2766 
1998/10/3,6481.08,6623.3,6460.08,6619.97,6695.3,6834.31,6885.76,7124.51,711.46,591.5,638.33,-79.93,-43.21,-36.71,0.1875 ,0.2120 ,0.3587 ,0.3911 
1998/10/6,6506.1,6575.95,6447.56,6534.65,6625.33,6784.38,6867.77,7100.93,735.47,621.14,633.25,-95.29,-53.63,-41.67,0.2006 ,0.2082 ,0.3118 ,0.3621 
1998/10/7,6596.48,6674.89,6560.65,6674.89,6593.51,6755.65,6861.32,7080.83,770.94,663.92,625.24,-96.43,-62.19,-34.24,0.2963 ,0.2376 ,0.4529 ,0.4369 
1998/10/8,6726.12,6970.23,6726.12,6970.23,6647.15,6754.68,6867.74,7065.67,1272.19,822.67,676,-75.24,-64.8,-10.45,0.5309 ,0.3353 ,0.6396 ,0.5564 
1998/10/9,6990.06,7064.83,6893.75,6944.17,6748.78,6751.1,6871.94,7049.7,1290.24,956.06,746.85,-53.6,-62.56,8.96,0.6281 ,0.4329 ,0.6173 ,0.5453 
1998/10/12,7027.14,7027.14,6920.45,6920.45,6808.88,6752.09,6875.06,7033.53,781.06,969.98,780.74,-37.2,-57.49,20.29,0.6813 ,0.5157 ,0.5947 ,0.5347 
1998/10/13,6997.91,7023.18,6907.21,6909.22,6883.79,6754.56,6871.9,7018.18,966.59,1016.2,818.67,-24.71,-50.93,26.22,0.7113 ,0.5809 ,0.5825 ,0.5293 
1998/10/14,6857.82,6882.28,6784.14,6819.12,6912.64,6753.08,6862.83,7002.25,640.35,990.09,827,-23.51,-45.45,21.94,0.6871 ,0.6163 ,0.4868 ,0.4869 
1998/10/15,6828.88,6839.94,6784.7,6799.88,6878.57,6762.86,6854.73,6986.74,542,844.05,833.36,-23.9,-41.14,17.24,0.6483 ,0.6270 ,0.4671 ,0.4779 
1998/10/17,6933.78,6970.34,6901.19,6901.19,6869.97,6809.38,6842.31,6974.2,866.91,759.38,857.72,-14.97,-35.9,20.94,0.6772 ,0.6437 ,0.5755 ,0.5277 
1998/10/19,6944.14,6944.14,6887.35,6904.56,6866.79,6837.84,6836.07,6962.23,674.1,737.99,853.98,-8.46,-30.42,21.95,0.6788 ,0.6554 ,0.5789 ,0.5293 
1998/10/20,6875.63,6926.91,6836.52,6848.72,6854.69,6869.24,6826.81,6949.73,643.08,673.29,844.75,-6.85,-25.7,18.85,0.5732 ,0.6280 ,0.4990 ,0.4983 
1998/10/21,6859.78,7021.42,6859.78,7021.42,6895.15,6903.9,6829.77,6940.2,965.1,738.24,864.16,3.72,-19.82,23.54,0.6639 ,0.6400 ,0.6687 ,0.5812 
1998/10/22,7068.03,7068.03,6965.54,6987.79,6932.74,6905.65,6830.16,6931.67,855.6,800.96,822.5,13.66,-13.12,26.78,0.6817 ,0.6539 ,0.6197 ,0.5615 
1998/10/23,7029.44,7088.39,7010.36,7055.46,6963.59,6916.78,6833.94,6924.73,957.41,819.06,789.22,25.29,-5.44,30.73,0.7517 ,0.6865 ,0.6769 ,0.5919 
1998/10/26,7063.44,7063.44,7024.13,7050.32,6992.74,6929.77,6840.93,6916.73,735.35,831.31,784.65,33.69,2.39,31.3,0.7928 ,0.7219 ,0.6677 ,0.5885 
1998/10/27,7056.51,7110.02,7019.06,7036.63,7030.32,6942.51,6848.53,6911.14,801.21,862.93,768.11,40.17,9.94,30.22,0.7867 ,0.7435 ,0.6401 ,0.5789 
1998/10/28,7060.74,7060.74,6937.88,6962.09,7018.46,6956.81,6854.94,6904.11,909.73,851.86,795.05,39.21,15.8,23.41,0.6775 ,0.7215 ,0.5037 ,0.5277 
1998/10/29,6983.76,7016.89,6963.12,7016.89,7024.28,6978.51,6870.68,6898.53,628.14,806.37,803.66,39.82,20.6,19.22,0.6715 ,0.7048 ,0.5822 ,0.5590 
1998/10/30,7046.94,7101.46,7007.32,7101.46,7033.48,6998.53,6903.96,6894.18,897.63,794.41,806.74,45.79,25.64,20.15,0.7706 ,0.7267 ,0.6769 ,0.6032 
1998/10/31,7142.52,7170.69,7111.42,7165.98,7056.61,7024.68,6931.26,6891.15,1223.47,892.04,861.67,55.98,31.71,24.27,0.8420 ,0.7652 ,0.7324 ,0.6337 
1998/11/2,7215.83,7249.29,7180.2,7218.09,7092.9,7061.61,6965.43,6888.58,1281.41,988.08,925.51,68.34,39.03,29.31,0.8613 ,0.7972 ,0.7706 ,0.6570 
1998/11/3,7133.17,7151.28,7061.85,7071.44,7114.77,7066.61,6985.26,6885.21,1160.02,1038.14,945,67.08,44.64,22.44,0.7171 ,0.7705 ,0.5199 ,0.5498 
1998/11/4,7002.58,7043.27,6851.15,6905.32,7092.46,7058.37,6982.01,6880.61,891.78,1090.86,948.62,52.35,46.18,6.16,0.5234 ,0.6882 ,0.3605 ,0.4575 
1998/11/5,6933.3,6957.27,6827.4,6957.27,7063.62,7048.55,6982.67,6875,873.69,1086.07,940.24,40.09,44.97,-4.87,0.4516 ,0.6093 ,0.4265 ,0.4869 
1998/11/6,6931.14,6967.27,6858.06,6889.65,7008.35,7032.48,6981.13,6868.65,817.51,1004.88,948.46,28.15,41.6,-13.46,0.3502 ,0.5229 ,0.3673 ,0.4521 
1998/11/7,6909.18,6978.72,6909.18,6978.72,6960.48,7026.69,6984.6,6864.74,815.69,911.74,949.91,23.27,37.94,-14.67,0.3530 ,0.4663 ,0.4811 ,0.5031 
1998/11/9,6989.43,7014.33,6941.61,6957.4,6937.67,7026.22,6991.51,6864.73,628.28,805.39,921.76,19.69,34.29,-14.6,0.3381 ,0.4236 ,0.4575 ,0.4912 
1998/11/10,6847.52,6862.42,6785.95,6812.3,6919.07,7005.76,6992.14,6863.13,589.74,744.98,917.92,4.74,28.38,-23.64,0.2443 ,0.3638 ,0.3265 ,0.4176 
1998/11/11,6738.17,6768.4,6643.18,6654.79,6858.57,6961.1,6979.81,6860.47,573.13,684.87,885.47,-18.04,19.09,-37.13,0.1693 ,0.2990 ,0.2378 ,0.3547 
1998/11/13,6785.02,6870.57,6776.38,6829.62,6846.57,6927.46,6976.07,6860.75,845.9,690.55,847.71,-24.01,10.47,-34.48,0.2352 ,0.2777 ,0.4403 ,0.4542 
1998/11/16,6890.05,7003.87,6889.47,7003.87,6851.6,6906.04,6983.83,6865.41,872.7,701.95,806.84,-16.55,5.07,-21.62,0.4573 ,0.3376 ,0.5753 ,0.5326 
1998/11/17,7067.04,7131.9,7032.62,7131.9,6886.5,6912.08,6989.35,6872.01,1280.65,832.42,818.91,0,4.06,-4.05,0.6382 ,0.4378 ,0.6498 ,0.5809 
1998/11/18,7140.34,7176.61,7083.44,7100.14,6944.06,6931.57,6994.97,6881.18,1267.07,967.89,856.44,13.61,5.97,7.64,0.7110 ,0.5289 ,0.6175 ,0.5651 
1998/11/19,7185.54,7306.07,7177.26,7300.34,7073.17,6965.87,7007.21,6897.27,1631.8,1179.62,932.25,36.55,12.08,24.47,0.8045 ,0.6207 ,0.7219 ,0.6336 
1998/11/20,7366.14,7381.84,7296.35,7380.53,7183.36,7014.96,7023.72,6912.42,1663.34,1343.11,1016.83,61.19,21.9,39.29,0.8690 ,0.7035 ,0.7541 ,0.6572 
1998/11/21,7432.4,7488.43,7335.26,7366.11,7255.8,7053.7,7040.2,6931,1792.91,1527.15,1114.55,82.13,33.95,48.18,0.8645 ,0.7572 ,0.7357 ,0.6490 
1998/11/23,7318.35,7390.5,7312.26,7312.26,7291.88,7089.19,7057.7,6945.15,957.62,1462.55,1147.49,93.03,45.77,47.27,0.8402 ,0.7848 ,0.6632 ,0.6176 
1998/11/24,7452.94,7467.22,7410.52,7435.84,7359.02,7151.54,7078.65,6956.48,1581.3,1525.39,1246.64,108.94,58.4,50.54,0.8688 ,0.8128 ,0.7351 ,0.6589 
1998/11/25,7187.67,7292.2,7116.09,7213.5,7341.65,7207.41,7084.25,6963.36,1392.61,1477.56,1328.59,101.92,67.1,34.82,0.7595 ,0.7951 ,0.5031 ,0.5437 
1998/11/26,7281.08,7397.52,7253,7377.86,7341.11,7262.23,7094.85,6970.62,1461.13,1437.11,1390.11,106.66,75.01,31.64,0.7588 ,0.7830 ,0.6118 ,0.6001 
1998/11/27,7406.8,7453.25,7300.05,7320.12,7331.92,7293.86,7099.95,6977.71,1190.4,1316.61,1421.88,108.89,81.79,27.1,0.7007 ,0.7556 ,0.5602 ,0.5729 
1998/11/30,7312.65,7312.65,7177.22,7177.22,7304.91,7298.39,7105.24,6983.94,685.28,1262.15,1362.35,98.45,85.12,13.33,0.5219 ,0.6777 ,0.4479 ,0.5106 
1998/12/1,7116.24,7199.74,7099.91,7102.37,7238.21,7298.61,7115.09,6988.28,711.77,1088.24,1306.82,82.37,84.57,-2.2,0.3500 ,0.5684 ,0.3978 ,0.4807 
1998/12/2,7190.05,7213.63,7131.44,7157.22,7226.96,7284.3,7125.09,6993.23,854.73,980.66,1229.11,71.93,82.04,-10.12,0.2825 ,0.4731 ,0.4517 ,0.5039 
1998/12/3,7182.48,7182.48,7129.98,7140.11,7179.41,7260.26,7137.61,6997.93,699.07,828.25,1132.68,61.59,77.95,-16.36,0.2248 ,0.3904 ,0.4371 ,0.4964 
1998/12/4,7165.07,7236.08,7165.07,7201.84,7155.75,7243.83,7148.77,7001.76,945.31,779.23,1047.92,57.03,73.77,-16.74,0.2424 ,0.3410 ,0.5064 ,0.5244 
1998/12/7,7375.91,7375.91,7303.34,7303.34,7180.98,7242.94,7166.06,7006.8,1274.1,897,1079.57,62.39,71.49,-9.1,0.3535 ,0.3452 ,0.6029 ,0.5676 
1998/12/8,7355.63,7355.63,7198.02,7212.68,7203.04,7220.63,7186.08,7010.98,958.32,946.31,1017.27,59.76,69.15,-9.38,0.3421 ,0.3441 ,0.4984 ,0.5215 
1998/12/9,7176.21,7210.11,7100.82,7117.91,7195.18,7211.07,7209.24,7010.46,653.89,906.14,943.4,48.4,65,-16.6,0.2450 ,0.3111 ,0.4095 ,0.4772 
1998/12/10,7118.27,7132.4,7034.93,7048.57,7176.87,7178.14,7220.19,7010.78,593.93,885.11,856.68,33.32,58.66,-25.34,0.1767 ,0.2663 ,0.3540 ,0.4469 
1998/12/11,7015.73,7075.28,6939.74,6939.74,7124.45,7140.1,7216.98,7009.2,650.46,826.14,802.69,13.75,49.68,-35.93,0.1178 ,0.2168 ,0.2820 ,0.4032 
1998/12/14,6985.87,6989.16,6887.36,6889.5,7041.68,7111.33,7204.86,7007.99,507.27,672.77,784.88,-6.51,38.44,-44.95,0.0800 ,0.1712 ,0.2535 ,0.3842 
1998/12/15,6847.01,6937.06,6752.5,6936.82,6986.51,7094.77,7196.69,7007.27,673.36,615.78,781.04,-24.15,25.92,-50.07,0.1519 ,0.1648 ,0.3301 ,0.4126 
1998/12/16,6900.86,6926.84,6769.52,6769.52,6916.83,7056,7170.15,7003.77,578.19,600.64,753.39,-44.23,11.89,-56.12,0.1104 ,0.1466 ,0.2299 ,0.3503 
1998/12/17,6695.17,6761.01,6650.64,6650.64,6837.24,7007.06,7133.66,6999.44,581.1,598.08,741.59,-69.88,-4.46,-65.42,0.0736 ,0.1223 ,0.1827 ,0.3136 
1998/12/18,6742.13,6742.13,6592.46,6636.66,6776.63,6950.54,7097.19,6995.31,643.51,596.69,711.41,-91.28,-21.83,-69.45,0.0684 ,0.1043 ,0.1775 ,0.3095 
1998/12/19,6604.07,6604.07,6460.25,6478.11,6694.35,6868.02,7055.48,6989.37,569.35,609.1,640.94,-118.71,-41.2,-77.51,0.0535 ,0.0874 ,0.1283 ,0.2659 
1998/12/21,6549.53,6620.75,6537.65,6558.28,6618.64,6802.57,7011.6,6986.98,501.33,574.69,595.24,-133.78,-59.72,-74.06,0.0843 ,0.0863 ,0.2538 ,0.3188 
1998/12/22,6623.21,6782.68,6619.8,6782.68,6621.27,6769.05,6990.06,6992.76,886,636.26,618.45,-130.24,-73.82,-56.42,0.2309 ,0.1345 ,0.4971 ,0.4418 
1998/12/23,6775.61,6775.61,6686.44,6688.65,6628.88,6733.06,6955.6,6993.9,705.31,661.1,629.59,-128.55,-84.77,-43.78,0.2979 ,0.1890 ,0.4271 ,0.4081 
1998/12/24,6778.27,6780.83,6668.68,6683,6638.14,6707.39,6923.74,6996.37,725.86,677.57,637.13,-126.23,-93.06,-33.17,0.3543 ,0.2441 ,0.4228 ,0.4061 
1998/12/28,6615.38,6615.38,6452.13,6481.65,6638.85,6666.6,6888.96,6993.15,459.76,655.65,632.38,-138.63,-102.18,-36.45,0.2569 ,0.2484 ,0.2957 ,0.3403 
1998/12/29,6499.85,6527.26,6414.65,6478.27,6622.85,6620.75,6857.76,6984.95,432.75,641.94,608.32,-149.4,-111.62,-37.78,0.2289 ,0.2419 ,0.2939 ,0.3393 
1998/12/30,6545.78,6566.55,6433.45,6462.03,6558.72,6590,6823,6976.92,663.09,597.35,616.81,-155.63,-120.42,-35.21,0.1955 ,0.2264 ,0.2840 ,0.3341 
1998/12/31,6516.21,6516.21,6418.43,6418.43,6504.68,6566.78,6786.92,6968.55,519.43,560.18,610.64,-161.78,-128.69,-33.08,0.1338 ,0.1956 ,0.2563 ,0.3198 
1999/1/5,6310.41,6310.41,6111.64,6152.43,6398.56,6518.35,6734.45,6955.94,439.92,502.99,590.28,-185.58,-140.07,-45.51,0.1094 ,0.1668 ,0.1495 ,0.2489 
1999/1/6,6082.02,6280.93,5988.06,6199.91,6342.21,6490.53,6679.27,6945.62,636.45,538.33,596.99,-203.27,-152.71,-50.56,0.1618 ,0.1652 ,0.2192 ,0.2800 
1999/1/7,6280.38,6409.55,6181.62,6404.31,6327.42,6475.14,6638.86,6939.02,851.93,622.17,632.05,-200.24,-162.22,-38.03,0.2829 ,0.2044 ,0.4514 ,0.3971 
1999/1/8,6371.34,6492.87,6371.34,6421.75,6319.37,6439.04,6604.05,6931.03,984.69,686.49,641.92,-189.44,-167.66,-21.78,0.3710 ,0.2599 ,0.4676 ,0.4061 
1999/1/11,6472.02,6492.9,6392.49,6406.99,6317.08,6410.88,6571.97,6922.74,872.34,757.07,658.62,-178.99,-169.93,-9.06,0.4699 ,0.3299 ,0.4540 ,0.4006 
1999/1/12,6429.54,6441.79,6357.11,6363.89,6359.37,6378.97,6543.18,6914.66,856.97,840.48,671.73,-172.21,-170.38,-1.82,0.5298 ,0.3966 ,0.4119 ,0.3840 
1999/1/13,6293.59,6365.6,6292.55,6319.34,6383.26,6362.73,6514.67,6902.96,707.76,854.74,696.53,-169.51,-170.21,0.7,0.5441 ,0.4457 ,0.3695 ,0.3668 
1999/1/14,6295.99,6295.99,6187.32,6241.32,6350.66,6339.04,6479.89,6890.52,740.28,832.41,727.29,-172.07,-170.58,-1.49,0.5226 ,0.4714 ,0.3037 ,0.3380 
1999/1/15,6190.95,6454.6,6176.09,6454.6,6357.23,6338.3,6464.15,6880.5,873.05,810.08,748.28,-160.66,-168.6,7.93,0.6564 ,0.5330 ,0.5604 ,0.4638 
1999/1/16,6529.77,6577.92,6483.3,6483.3,6372.49,6344.78,6455.78,6871.05,1265.56,888.73,822.9,-140.17,-162.91,22.74,0.7175 ,0.5945 ,0.5851 ,0.4783 
1999/1/18,6436.17,6477.44,6377.25,6377.25,6375.16,6367.27,6442.81,6860.06,578.37,833.01,836.74,-130.86,-156.5,25.64,0.6452 ,0.6114 ,0.4684 ,0.4312 
1999/1/19,6358.88,6421.78,6323.89,6343.36,6379.97,6381.61,6436.07,6849.75,570.36,805.53,830.13,-125.6,-150.32,24.72,0.5689 ,0.5972 ,0.4351 ,0.4168 
1999/1/20,6355.15,6360.75,6292,6310.71,6393.84,6372.25,6423.69,6837.98,511,759.67,796.04,-123.21,-144.9,21.69,0.4909 ,0.5618 ,0.4021 ,0.4028 
1999/1/21,6332.68,6424.54,6330.65,6332.2,6369.36,6363.3,6401.17,6825.16,683.72,721.8,765.94,-117.03,-139.32,22.3,0.4568 ,0.5268 ,0.4359 ,0.4169 
1999/1/22,6303.86,6328.31,6221.24,6228.95,6318.49,6345.49,6378.18,6809.54,527.94,574.28,731.5,-119.07,-135.27,16.2,0.3484 ,0.4673 ,0.3287 ,0.3709 
1999/1/25,6142.73,6161.8,6018.98,6033.21,6249.69,6312.42,6345.69,6789.8,511.66,560.94,696.97,-134.48,-135.11,0.64,0.2407 ,0.3918 ,0.2108 ,0.3020 
1999/1/26,6083.57,6115.64,5987.42,6115.64,6204.14,6292.05,6327.39,6773.87,488.1,544.48,675,-143.27,-136.75,-6.53,0.2329 ,0.3388 ,0.3319 ,0.3569 
1999/1/27,6161.78,6204.46,6129.4,6138.87,6169.77,6281.81,6310.42,6761.09,623.73,567.03,663.35,-143.01,-138,-5.01,0.2407 ,0.3061 ,0.3649 ,0.3721 
1999/1/28,6110.82,6145.77,6059.54,6063.41,6116.02,6242.69,6290.49,6746.19,408.41,511.97,616.88,-146.74,-139.75,-6.99,0.2122 ,0.2748 ,0.3060 ,0.3433 
1999/1/29,6090.44,6090.44,5975.48,5984,6067.03,6192.76,6268.77,6731.1,518.4,510.06,542.17,-153.94,-142.59,-11.36,0.1478 ,0.2325 ,0.2542 ,0.3154 
1999/1/30,5949.45,6076.41,5949.45,5998.32,6060.05,6154.87,6261.07,6714.76,518.12,511.35,536.14,-158.06,-145.68,-12.38,0.1328 ,0.1992 ,0.2806 ,0.3262 
1999/2/1,5948.35,5948.35,5862.79,5862.79,6009.48,6106.81,6244.21,6696.52,397.96,493.32,518.9,-169.17,-150.38,-18.79,0.0885 ,0.1623 ,0.2002 ,0.2805 
1999/2/2,5892.93,5892.93,5726.25,5749.64,5931.63,6050.7,6211.48,6678.81,448.66,458.31,512.67,-184.28,-157.16,-27.13,0.0720 ,0.1322 ,0.1556 ,0.2488 
1999/2/3,5658.01,5772.89,5596.58,5743.86,5867.72,5991.87,6177.58,6663.62,573.44,491.32,501.64,-199.24,-165.57,-33.67,0.1287 ,0.1311 ,0.1535 ,0.2473 
1999/2/4,5711.8,5747.47,5511.85,5514.89,5773.9,5920.46,6132.98,6641.71,567.2,501.08,505.57,-220.02,-176.46,-43.55,0.0873 ,0.1165 ,0.0936 ,0.1946 
1999/2/5,5506.55,5625.65,5422.66,5474.79,5669.19,5864.62,6088.52,6616.23,607.91,519.04,515.19,-239.59,-189.09,-50.5,0.0804 ,0.1045 ,0.0865 ,0.1870 
1999/2/6,5572.69,5710.18,5515.67,5710.18,5638.67,5824.07,6058.06,6592.53,675.81,574.61,533.97,-239.27,-199.13,-40.15,0.1862 ,0.1317 ,0.4046 ,0.3498 
1999/2/8,5784.14,5869.15,5757.61,5822.98,5653.34,5792.49,6037.15,6571.24,741.91,633.26,545.78,-223.8,-204.06,-19.74,0.3239 ,0.1958 ,0.5039 ,0.4114 
1999/2/9,5798.92,5798.92,5723.73,5723.73,5649.31,5758.52,6000.6,6544.97,477.47,614.06,552.69,-215.16,-206.28,-8.88,0.3695 ,0.2537 ,0.4285 ,0.3771 
1999/2/10,5669.23,5811.33,5669.23,5798,5705.94,5739.92,5966.34,6518.59,551.29,610.88,555.98,-203.82,-205.79,1.97,0.4843 ,0.3305 ,0.4962 ,0.4168 
1999/2/20,6040.57,6086.76,5977.01,6072.33,5825.44,5747.32,5951.09,6497.03,578.95,605.09,562.06,-170.04,-198.64,28.6,0.6490 ,0.4367 ,0.6697 ,0.5359 
1999/2/22,6216.01,6343.84,6168.94,6313.63,5946.13,5792.4,5949.61,6480.39,870.06,643.94,609.27,-123.05,-183.52,60.47,0.7550 ,0.5428 ,0.7578 ,0.6120 
1999/2/23,6383.04,6383.04,6180.94,6180.94,6017.73,5835.53,5943.12,6459.47,1087.94,713.14,673.2,-89.11,-164.64,75.53,0.7665 ,0.6174 ,0.6444 ,0.5572 
1999/2/24,6167.84,6267.12,6158.35,6238.87,6120.75,5885.03,5938.45,6443.23,784.67,774.58,694.32,-61.95,-144.1,82.15,0.7943 ,0.6764 ,0.6703 ,0.5753 
1999/2/25,6279.35,6362.31,6240.82,6275.53,6216.26,5961.1,5940.78,6424.85,948.07,853.94,732.41,-34.97,-122.27,87.31,0.8216 ,0.7248 ,0.6875 ,0.5870 
1999/2/26,6272.11,6318.52,6224.44,6318.52,6265.5,6045.47,5955.05,6408.16,620.44,862.24,733.66,-12.91,-100.4,87.49,0.8509 ,0.7668 ,0.7089 ,0.6010 
1999/3/1,6328.22,6351.69,6275.81,6312.25,6265.22,6105.68,5964.88,6393.75,698.61,827.95,735.94,5.96,-79.13,85.09,0.8676 ,0.8004 ,0.7005 ,0.5978 
1999/3/2,6314.22,6343.3,6227.34,6263.54,6281.74,6149.73,5971.11,6379.76,623.14,734.99,724.07,17.59,-59.79,77.38,0.8559 ,0.8189 ,0.6308 ,0.5717 
1999/3/3,6260.64,6421.31,6257.02,6403.14,6314.6,6217.68,5988.1,6367.2,872.54,752.56,763.57,34.22,-40.98,75.21,0.8903 ,0.8427 ,0.7250 ,0.6230 
1999/3/4,6444.51,6468.85,6384.19,6393.74,6338.24,6277.25,6008.58,6354.76,1000.14,762.98,808.46,49.97,-22.79,72.76,0.8462 ,0.8439 ,0.7103 ,0.6176 
1999/3/5,6419.29,6460.74,6333.26,6383.09,6351.15,6308.32,6027.82,6341.11,729.65,784.82,823.53,60.14,-6.21,66.35,0.8054 ,0.8311 ,0.6913 ,0.6110 
1999/3/6,6466.83,6500.94,6411.85,6421.73,6373.05,6319.14,6055.77,6326.42,799.06,804.91,816.43,71.33,9.3,62.03,0.7932 ,0.8184 ,0.7235 ,0.6268 
1999/3/8,6441.13,6444.48,6386.28,6431.96,6406.73,6344.24,6089.89,6313.41,503.55,780.99,757.99,78.06,23.05,55.01,0.7790 ,0.8053 ,0.7324 ,0.6311 
1999/3/9,6448.13,6535.15,6447.41,6493.43,6424.79,6369.69,6127.36,6303,963.46,799.17,775.87,87.92,36.03,51.89,0.8079 ,0.8062 ,0.7826 ,0.6571 
1999/3/10,6499.17,6519.27,6458.3,6486.61,6443.36,6390.8,6175.95,6293.63,658.39,730.82,746.9,94.27,47.67,46.6,0.8194 ,0.8106 ,0.7635 ,0.6515 
1999/3/11,6507.15,6537.35,6430.55,6436.8,6454.11,6402.63,6224.05,6285.25,758.19,736.53,760.67,95.99,57.34,38.65,0.7715 ,0.7975 ,0.6291 ,0.6104 
1999/3/12,6447.07,6472.63,6412.47,6462.73,6462.31,6417.68,6261.68,6278.14,594.04,695.53,750.22,95.63,65,30.63,0.7589 ,0.7847 ,0.6658 ,0.6239 
1999/3/15,6474,6598.32,6440.94,6598.32,6495.58,6451.15,6300.44,6272.49,1027.85,800.39,790.69,102.74,72.55,30.2,0.8393 ,0.8029 ,0.7940 ,0.6859 
1999/3/16,6644.53,6722.3,6616.64,6672.23,6531.34,6478.06,6347.87,6270.87,1420.43,891.78,845.48,116.06,81.25,34.82,0.8499 ,0.8186 ,0.8353 ,0.7139 
1999/3/17,6707.01,6808.4,6702.67,6757.07,6585.43,6514.4,6395.82,6272.65,1374.28,1034.96,882.89,132,91.4,40.6,0.8594 ,0.8322 ,0.8709 ,0.7427 
1999/3/18,6795.41,6895.01,6785.96,6895.01,6677.07,6565.59,6436.96,6276.95,1455.37,1174.39,955.46,151.87,103.49,48.37,0.9063 ,0.8569 ,0.9092 ,0.7816 
1999/3/19,6934.58,7023.57,6914.19,6997.29,6783.98,6623.15,6471.14,6285.61,1590.68,1373.72,1034.62,174.9,117.77,57.13,0.9232 ,0.8790 ,0.9282 ,0.8055 
1999/3/20,7009.93,7052.98,6956.4,6993.38,6863,6679.29,6511.76,6292.86,1356.08,1439.37,1119.88,192.23,132.67,59.57,0.9178 ,0.8919 ,0.9194 ,0.8018 
1999/3/22,7009.05,7064.34,6976.73,7043.23,6937.2,6734.27,6551.98,6297.2,997.22,1354.73,1123.25,206.24,147.38,58.86,0.9344 ,0.9061 ,0.9296 ,0.8136 
1999/3/23,7081.43,7133.03,6937.73,6945.48,6974.88,6780.15,6585.48,6301.48,1267.55,1333.38,1184.17,211.55,160.21,51.34,0.8695 ,0.8939 ,0.7159 ,0.7220 
1999/3/24,6873.47,6933.01,6844.09,6889.42,6973.76,6825.42,6614.02,6304.92,971.75,1236.65,1205.52,205.22,169.21,36,0.7957 ,0.8611 ,0.6182 ,0.6746 
1999/3/25,6929.67,6969.37,6878.22,6941.38,6962.58,6873.28,6645.48,6312.58,932.21,1104.96,1239.34,201.39,175.65,25.74,0.7401 ,0.8208 ,0.6685 ,0.6949 
1999/3/26,7004.46,7059.45,6971.55,7033.25,6970.55,6916.77,6683.96,6321.83,1162.35,1066.21,1252.79,203.42,181.2,22.21,0.7494 ,0.7970 ,0.7410 ,0.7276 
1999/3/29,7057.17,7062.9,6898.44,6901.68,6942.24,6939.72,6708.89,6329.16,907.08,1048.19,1201.46,196.05,184.17,11.88,0.6108 ,0.7349 ,0.5386 ,0.6231 
1999/3/30,6944.37,6968.48,6828.99,6898.66,6932.88,6953.88,6734.14,6337.16,763.11,947.3,1140.34,184.66,184.27,0.39,0.4836 ,0.6511 ,0.5346 ,0.6209 
1999/3/31,6894.64,6937.14,6834.33,6881.72,6931.34,6952.55,6759.07,6349.32,669.92,886.93,1061.79,172.43,181.9,-9.47,0.3802 ,0.5608 ,0.5090 ,0.6076 
1999/4/1,6876.2,7018.68,6875.67,7018.68,6946.8,6954.69,6788.92,6362.97,1033.37,907.16,1006.06,168.8,179.28,-10.48,0.4614 ,0.5277 ,0.6647 ,0.6700 
1999/4/2,7070.32,7232.51,7070.32,7232.51,6986.65,6978.6,6828.94,6376.77,1515.04,977.7,1021.96,180.71,179.57,1.14,0.6409 ,0.5654 ,0.7896 ,0.7404 
